,Brand,Unnamed: 1,MM_id,laptop_name,display_info,processor_info,RAM,HDD,grapic_Card,weight,processor_speed,colour,laptop,MM_Artkl_number,Nr_of_reviews,Processor,O_S,Screen_size_(cm / inch),Screen_resolution,Memory_Type,Processor_Brand,Processor_Model,Graphics_card_manufacturer,Connections,WLAN_standards,Bluetooth_version,Dimensions_(B / H / T) / Weight,price,Headquarters,Country,CEO,Founder,Revenue_usd
484,APPLE,605,M_605,APPLE MacBook Pro MR9U2D/A-139535 mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor,null, 256 GB SSD, Iris Plus Graphics 655, 1.37 kg,2.7 GHz, Silber,"APPLE MacBook Pro MR9U2D/A-139535 mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 256 GB SSD, Iris Plus Graphics 655, Silber",2458295,0,2.7 GHz quad-core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.5 ...,Iris Plus Graphics 655,33.78 cm / 13.3 inches,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,null,802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2599,-",California,USA,Tim Cooks,Steve Jobs,$229.435
485,APPLE,606,M_606,APPLE MPXT2D/A, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 256 GB SSD, Iris Plus Grafik 640, 1.37 kg,2.3 GHz, Space Grey,"APPLE MPXT2D/A, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 256 GB SSD, Iris Plus Grafik 640, Space Grey",2298205,0,2.3 GHz dual-core Intel Core i5 processor (Turbo Boost up to 3.6 GHz),OS Sierra,33.78 cm / 13.3 inches,"2,560 x 1,600 pixels",LPDDR3,Intel,Core i5,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"1 7 3 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.436
486,APPLE,609,M_609,APPLE MacBook Pro MR9U2D/A-139504 mit internationaler Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor,null, 1 TB SSD, Iris Plus Graphics 655, 1.37 kg,2.3 GHz, Silber,"APPLE MacBook Pro MR9U2D/A-139504 mit internationaler Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 1 TB SSD, Iris Plus Graphics 655, Silber",2458362,0,2.3 GHz quad-core Intel Core i5 processor of the 8th generation (Turbo Boost up to 3.8 ...,Iris Plus Graphics 655,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,null,802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 9 8 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.437
487,APPLE,611,M_611,APPLE MacBook Pro MR962D/A-139969 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 512 GB SSD, Radeon Pro 560X, 1.83 kg,2.2 GHz, Silber,"APPLE MacBook Pro MR962D/A-139969 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 512 GB SSD, Radeon Pro 560X, Silber",2458285,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),Radeon Pro 560X,39.11 cm / 15.4 inches,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3 6 3 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.438
488,APPLE,612,M_612,APPLE MacBook with US keyboard, 12-inch notebook, Core i7 processor, 8 GB RAM, 512 GB Flash, HD Graphics 615, 920 g,"1,4 GHz", Gold,"APPLE MacBook with US keyboard, 12-inch notebook, Core i7 processor, 8 GB RAM, 512 GB Flash, HD Graphics 615, Gold",2295318,0,"1,4 GHz Intel Dual-Core Core i7 Prozessor (Turbo Boost bis zu 3,6 GHz)",macOS Sierra,30.5 cm / 12 Zoll,2.304 x 1.440 Pixel,LPDDR3,Intel,Core i7,Intel,"1x USB 3.1 (Typ-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"1979,-",California,USA,Tim Cooks,Steve Jobs,$229.439
489,APPLE,613,M_613,APPLE MacBook Pro mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 256 GB SSD, Iris Plus Graphics 640, 1.37 kg,2.3 GHz, Silber,"APPLE MacBook Pro mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 256 GB SSD, Iris Plus Graphics 640, Silber",2297885,1,2.3 GHz dual-core Intel Core i5 processor (Turbo Boost up to 3.6 GHz),macOS Sierra,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"1 7 4 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.440
490,APPLE,615,M_615,APPLE MacBook Pro MR932D/A-139765 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 16 GB RAM, 1 TB SSD, Radeon Pro 560X, 1.83 kg,null, Space Grau,"APPLE MacBook Pro MR932D/A-139765 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 16 GB RAM, 1 TB SSD, Radeon Pro 560X, Space Grau",2457999,0,null,"SSD , 1 TB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3639,-",California,USA,Tim Cooks,Steve Jobs,$229.441
491,APPLE,616,M_616,FALSE, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 8 GB RAM, 1 TB SSD, Iris Plus Grafik 640,null,2.5 GHz, Space Grey,null,2395063,0,2.5 GHz dual-core Intel Core i7 processor (Turbo Boost up to 4.0 GHz),macOS Sierra,33.78 cm / 13.3 inches,2.5 GHz,LPDDR3,IPS,ja,Intel,null,802.11 a/b/g/n/ac,null,null,"2 8 6 2 , -",California,USA,Tim Cooks,Steve Jobs,$229.442
492,APPLE,618,M_618,APPLE MacBook mit internationaler englischer Tastatur, Notebook mit 12 Zoll Display, Core i7 Prozessor, 8 GB RAM, 256 GB Flash, HD Graphics 615, 920 g,1.4GHz, Silber,"APPLE MacBook mit internationaler englischer Tastatur, Notebook mit 12 Zoll Display, Core i7 Prozessor, 8 GB RAM, 256 GB Flash, HD Graphics 615, Silber",2295720,0,1.4GHz Intel Dual-Core Core i7 processor (Turbo Boost up to 3.6GHz),macOS Sierra,30.5 cm / 12 inches,"2,304 x 1,440 pixels",LPDDR3,Intel,Core i7,Intel,"1x USB 3.1 (Typ-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"1 7 9 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.443
493,APPLE,619,M_619,APPLE MacBook Pro MR932D/A-139710 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 32 GB RAM, 1 TB SSD, Radeon Pro 560X, 1.83 kg,2.9GHz, Space Grau,"APPLE MacBook Pro MR932D/A-139710 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 32 GB RAM, 1 TB SSD, Radeon Pro 560X, Space Grau",2457936,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),"SSD, 1 TB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"4 5 9 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.444
494,APPLE,621,M_621,APPLE MacBook mit internationaler englischer Tastatur, Notebook mit 12 Zoll Display, Core i5 Prozessor, 16 GB RAM, 256 GB Flash, HD Graphics 615, 920 g,1.3GHz, Silber,"APPLE MacBook mit internationaler englischer Tastatur, Notebook mit 12 Zoll Display, Core i5 Prozessor, 16 GB RAM, 256 GB Flash, HD Graphics 615, Silber",2295675,0,1.3GHz Intel Dual Core i5 processor (Turbo Boost up to 3.2GHz),macOS Sierra,30.5 cm / 12 inches,"2,304 x 1,440 pixels",LPDDR3,Intel,Core i5,Intel,"1x USB 3.1 (Typ-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"1859,-",California,USA,Tim Cooks,Steve Jobs,$229.445
495,APPLE,622,M_622,APPLE MacBook mit internationaler englischer Tastatur, Notebook mit 12 Zoll Display, Core i7 Prozessor, 16 GB RAM, 512 GB Flash, HD Graphics 615, 920 g,"1,4 GHz", Silber,"APPLE MacBook mit internationaler englischer Tastatur, Notebook mit 12 Zoll Display, Core i7 Prozessor, 16 GB RAM, 512 GB Flash, HD Graphics 615, Silber",2295431,0,"1,4 GHz Intel Dual-Core Core i7 Prozessor (Turbo Boost bis zu 3,6 GHz)",macOS Sierra,30.5 cm / 12 Zoll,2.304 x 1.440 Pixel,LPDDR3,Intel,Core i7,Intel,"1x USB 3.1 (Typ-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"2219,-",California,USA,Tim Cooks,Steve Jobs,$229.446
496,APPLE,623,M_623,FALSE, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 256 GB SSD, Radeon Pro 555X, 1.83 kg,2.2 GHz, Silber,null,2458542,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),Radeon Pro 555X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"2799,-",California,USA,Tim Cooks,Steve Jobs,$229.447
497,APPLE,626,M_626,APPLE MacBook Pro mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 1 TB SSD, Iris Plus Graphics 640, 1.37 kg,2.3 GHz, Silber,"APPLE MacBook Pro mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 1 TB SSD, Iris Plus Graphics 640, Silber",2298330,0,2.3 GHz dual-core Intel Core i5 processor (Turbo Boost up to 3.6 GHz),macOS Sierra,33.78 cm / 13.3 inches,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 4 9 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.448
498,APPLE,630,M_630,APPLE MacBook Pro mit britischer Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 16 GB RAM, 256 GB SSD, Iris Plus Graphics 640, 1.37 kg,2.3 GHz, Space Grey,"APPLE MacBook Pro mit britischer Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 16 GB RAM, 256 GB SSD, Iris Plus Graphics 640, Space Grey",2298268,0,2.3 GHz dual-core Intel Core i5 processor (Turbo Boost up to 3.6 GHz),macOS Sierra,33.78 cm / 13.3 inches,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"1 9 7 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.449
499,APPLE,631,M_631,APPLE MPXT2D/A, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 16 GB RAM, 512 GB SSD, Iris Plus Grafik 640, 1.37 kg,2.3 GHz, Space Grey,"APPLE MPXT2D/A, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 16 GB RAM, 512 GB SSD, Iris Plus Grafik 640, Space Grey",2298220,1,2.3 GHz dual-core Intel Core i5 processor (Turbo Boost up to 3.6 GHz),OS Sierra,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 2 3 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.450
500,APPLE,632,M_632,APPLE MacBook Pro MR9U2D/A-139526 mit britischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor,null, 1 TB SSD, Iris Plus Graphics 655, 1.37 kg,2.7 GHz, Silber,"APPLE MacBook Pro MR9U2D/A-139526 mit britischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 1 TB SSD, Iris Plus Graphics 655, Silber",2458315,0,2.7 GHz quad-core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.5 ...,Iris Plus Graphics 655,33.78 cm / 13.3 inches,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,null,802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"3 1 0 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.451
501,APPLE,633,M_633,APPLE MacBook Pro mit britischer Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 16 GB RAM, 1 TB SSD, Iris Plus Graphics 640, 1.37 kg,"2,3 GHz", Silber,"APPLE MacBook Pro mit britischer Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 16 GB RAM, 1 TB SSD, Iris Plus Graphics 640, Silber",2298086,0,"2,3 GHz Dual-Core Intel Core i5 Prozessor (Turbo Boost bis zu 3,6 GHz)",macOS Sierra,33.78 cm / 13.3 inches,"2,560 x 1,600 pixels",LPDDR3,Intel,Core i5,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 7 4 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.452
502,APPLE,634,M_634,APPLE MacBook Pro MR9U2D/A-139515 mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor,null, 256 GB SSD, Iris Plus Graphics 655, 1.37 kg,2.7 GHz, Silber,"APPLE MacBook Pro MR9U2D/A-139515 mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 256 GB SSD, Iris Plus Graphics 655, Silber",2458344,0,2.7 GHz quad-core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.5 ...,Iris Plus Graphics 655,33.78 cm / 13.3 inches,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,null,802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 3 5 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.453
503,APPLE,635,M_635,FALSE, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 4 TB SSD, Radeon Pro 560X, 1.83 kg,2.2 GHz, Silber,null,2458563,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"7 4 7 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.454
504,APPLE,636,M_636,APPLE MacBook Pro MR932D/A-139799 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 32 GB RAM, 512 GB SSD, Radeon Pro 555X, 1.83 kg,2.2 GHz, Space Grau,"APPLE MacBook Pro MR932D/A-139799 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 32 GB RAM, 512 GB SSD, Radeon Pro 555X, Space Grau",2458494,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),"SSD, 512 GB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3 5 1 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.455
505,APPLE,639,M_639,APPLE MacBook Pro MR962D/A-139923 mit internationaler Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 256 GB SSD, Radeon Pro 560X, 1.83 kg,2.2 GHz, Silber,"APPLE MacBook Pro MR962D/A-139923 mit internationaler Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 256 GB SSD, Radeon Pro 560X, Silber",2458200,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),Radeon Pro 560X,39.11 cm / 15.4 inches,"2,880 x 1,800 pixels",DDR4,Intel,Core i7,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"2 9 1 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.456
506,APPLE,640,M_640,APPLE MacBook Pro MR962D/A-139899 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 512 GB SSD, Radeon Pro 555X, 1.83 kg,null, Silber,"APPLE MacBook Pro MR962D/A-139899 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 512 GB SSD, Radeon Pro 555X, Silber",2458162,0,null,Radeon Pro 555X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3999,-",California,USA,Tim Cooks,Steve Jobs,$229.457
507,APPLE,641,M_641,FALSE, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 32 GB RAM, 256 GB SSD, Radeon Pro 560X, 1.83 kg,null, Space Grau,null,2458032,0,null,"SSD , 256 GB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3879,-",California,USA,Tim Cooks,Steve Jobs,$229.458
508,APPLE,642,M_642,APPLE MacBook Pro mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 16 GB RAM, 512 GB SSD, Iris Plus Graphics 640, 1.37 kg,2.5 GHz, Silber,"APPLE MacBook Pro mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 16 GB RAM, 512 GB SSD, Iris Plus Graphics 640, Silber",2298789,0,2.5 GHz dual-core Intel Core i7 processor (Turbo Boost up to 4.0 GHz),macOS Sierra,33.78 cm / 13.3 inches,"2,560 x 1,600 pixels",LPDDR3,Intel,Core i7,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 5 9 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.459
509,APPLE,644,M_644,APPLE MacBook Pro MR962D/A-139909 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 512 GB SSD, Radeon Pro 560X, 1.83 kg,2.9GHz, Silber,"APPLE MacBook Pro MR962D/A-139909 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 512 GB SSD, Radeon Pro 560X, Silber",2458175,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"4 1 1 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.460
510,APPLE,645,M_645,APPLE MacBook Pro MR932D/A-139784 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 16 GB RAM, 512 GB SSD, Radeon Pro 560X, 1.83 kg,2.9GHz, Space Grau,"APPLE MacBook Pro MR932D/A-139784 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 16 GB RAM, 512 GB SSD, Radeon Pro 560X, Space Grau",2458469,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),"SSD, 512 GB",39.11 cm / 15.4 inches,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3 6 3 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.461
511,APPLE,646,M_646,APPLE MNYM2D, Notebook mit 12 Zoll Display, Core m3 Prozessor, 8 GB RAM, 256 GB Flash, HD Grafik 615, 920 g,"1,2 GHz",null,null,2295537,1,"1,2 GHz Intel Dual-Core Core m3 Prozessor (Turbo Boost bis zu 3,0 GHz)",OS Sierra,30.5 cm / 12 Zoll,2.304 x 1.440 Pixel,LPDDR3,Intel,Core m3,Intel,"1x USB 3.1 Typ-C, 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"1499,-",California,USA,Tim Cooks,Steve Jobs,$229.462
512,APPLE,647,M_647,APPLE MacBook Pro MR9Q2D/A-139414 mit internationaler Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor,null, 256 GB SSD, Iris Plus Graphics 655, 1.37 kg,2.3 GHz, Space Grau,"APPLE MacBook Pro MR9Q2D/A-139414 mit internationaler Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 256 GB SSD, Iris Plus Graphics 655, Space Grau",2458723,0,2.3 GHz quad-core Intel Core i5 processor of the 8th generation (Turbo Boost up to 3.8 ...,Iris Plus Graphics 655,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,null,802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 2 3 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.463
513,APPLE,649,M_649,FALSE, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 1 TB SSD, Radeon Pro 560X, 1.83 kg,2.6 GHz, Silber,null,2458685,0,2.6 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.3 GHz),Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3 7 7 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.464
514,APPLE,650,M_650,APPLE MacBook Pro MR942D / A-140119 with US keyboard, notebook with 15.4 inch display, Core i9 processor,null, 2 TB SSD, Radeon Pro 560X, 1.83 kg,null, Space Gray,"APPLE MacBook Pro MR942D / A-140119 with US keyboard, notebook with 15.4 inch display, Core i9 processor, 2 TB SSD, Radeon Pro 560X, Space Gray",2458101,0,null,Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"5559,-",California,USA,Tim Cooks,Steve Jobs,$229.465
515,APPLE,651,M_651,APPLE MacBook Pro MR9V2D / A-139670 with French keyboard, notebook with 13.3 inch display, Core i7 processor,null, 512 GB SSD, IrisPlus Graphics 655, 1.37 kg,null, silver,"APPLE MacBook Pro MR9V2D / A-139670 with French keyboard, notebook with 13.3 inch display, Core i7 processor, 512 GB SSD, IrisPlus Graphics 655, silver",2458029,0,null,IrisPlus Graphics 655,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,null,802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2849,-",California,USA,Tim Cooks,Steve Jobs,$229.466
516,APPLE,652,M_652,APPLE MacBook Pro mit internationaler englischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 16 GB RAM, 256 GB SSD, Iris Plus Graphics 640, 1.37 kg,2.5 GHz, Space Grey,"APPLE MacBook Pro mit internationaler englischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 16 GB RAM, 256 GB SSD, Iris Plus Graphics 640, Space Grey",2294180,0,2.5 GHz dual-core Intel Core i7 processor (Turbo Boost up to 4.0 GHz),macOS Sierra,33.78 cm / 13.3 inches,"2,560 x 1,600 pixels",LPDDR3,Intel,Core i7,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 3 4 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.467
517,APPLE,653,M_653,FALSE, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 1 TB SSD, Radeon Pro 560X, 1.83 kg,null, Space Grau,null,2458129,0,null,Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"4119,-",California,USA,Tim Cooks,Steve Jobs,$229.468
518,APPLE,654,M_654,FALSE, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 4 TB SSD, Radeon Pro 560X, 1.83 kg,null, Space Grau,null,2458123,0,null,Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"7139,-",California,USA,Tim Cooks,Steve Jobs,$229.469
519,APPLE,655,M_655,APPLE MacBook Pro MR972D/A-140193 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 512 GB SSD, Radeon Pro 560X, 1.83 kg,2.9GHz, Silber,"APPLE MacBook Pro MR972D/A-140193 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 512 GB SSD, Radeon Pro 560X, Silber",2458652,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),Radeon Pro 560X,39.11 cm / 15.4 inches,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3 6 3 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.470
520,APPLE,658,M_658,APPLE MacBook Pro MR972D/A-140182 mit internationaler Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 1 TB SSD, Radeon Pro 560X, 1.83 kg,2.9GHz, Silber,"APPLE MacBook Pro MR972D/A-140182 mit internationaler Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 1 TB SSD, Radeon Pro 560X, Silber",2458637,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"4 5 9 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.471
